model,image,outcome,left_conf,right_conf,too_far,latency_s,annotated_path
twostage_adaptivezoom,sub3_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.3102,
tfake_landmark,sub3_0.8m_right_occluded_turn_left_03_0021.png,none,0.0,0.0,False,0.09715,
singlestage_sahi_v1,sub3_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,4.12938,
singlestage_sahi_v2_cascade,sub3_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,7.8453,
twostage_fixedzoom,sub3_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.32025,
twostage_adaptivezoom,sub3_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.3215,
tfake_landmark,sub3_0.8m_right_occluded_turn_right_01_0025.png,none,0.0,0.0,False,0.10969,
singlestage_sahi_v1,sub3_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,4.19833,
singlestage_sahi_v2_cascade,sub3_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,8.46179,
twostage_fixedzoom,sub3_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.31621,
twostage_adaptivezoom,sub3_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.31893,
tfake_landmark,sub3_0.8m_right_occluded_turn_right_02_0026.png,none,0.0,0.0,False,0.10343,
singlestage_sahi_v1,sub3_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,4.09637,
singlestage_sahi_v2_cascade,sub3_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,8.88105,
twostage_fixedzoom,sub3_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.39354,
twostage_adaptivezoom,sub3_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.3952,
tfake_landmark,sub3_0.8m_right_occluded_turn_right_03_0027.png,none,0.0,0.0,False,0.13693,
singlestage_sahi_v1,sub3_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,3.97426,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,8.88092,
twostage_fixedzoom,sub3_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.31538,
twostage_adaptivezoom,sub3_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.32015,
tfake_landmark,sub3_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,0.1288,
singlestage_sahi_v1,sub3_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,4.07212,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,10.32223,
twostage_fixedzoom,sub3_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.37992,
twostage_adaptivezoom,sub3_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.31715,
tfake_landmark,sub3_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.10511,
singlestage_sahi_v1,sub3_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,4.07394,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,8.29972,
twostage_fixedzoom,sub3_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.3169,
twostage_adaptivezoom,sub3_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.32004,
tfake_landmark,sub3_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.13289,
singlestage_sahi_v1,sub3_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,4.07878,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,9.35825,
twostage_fixedzoom,sub3_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.36184,
twostage_adaptivezoom,sub3_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.32374,
tfake_landmark,sub3_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.10595,
singlestage_sahi_v1,sub3_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,4.12909,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,9.09807,
twostage_fixedzoom,sub3_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.39277,
twostage_adaptivezoom,sub3_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.3474,
tfake_landmark,sub3_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.10583,
singlestage_sahi_v1,sub3_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,4.09845,
singlestage_sahi_v2_cascade,sub3_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,8.01297,
twostage_fixedzoom,sub3_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.31714,
twostage_adaptivezoom,sub3_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.31768,
tfake_landmark,sub3_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,0.10609,
singlestage_sahi_v1,sub3_0.8m_straight_01_0001.png,none,0.0,0.0,False,4.05978,
singlestage_sahi_v2_cascade,sub3_0.8m_straight_01_0001.png,none,0.0,0.0,False,8.36382,
twostage_fixedzoom,sub3_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.3887,
twostage_adaptivezoom,sub3_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.38897,
tfake_landmark,sub3_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.10682,
singlestage_sahi_v1,sub3_0.8m_straight_02_0002.png,none,0.0,0.0,False,4.03012,
singlestage_sahi_v2_cascade,sub3_0.8m_straight_02_0002.png,left_only,0.2615,0.0,False,9.17038,sweep_out/singlestage_sahi_v2_cascade/annotated/sub3_0.8m_straight_02_0002__left_only.png
twostage_fixedzoom,sub3_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.37333,
twostage_adaptivezoom,sub3_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.38678,
tfake_landmark,sub3_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.14063,
singlestage_sahi_v1,sub3_0.8m_straight_03_0003.png,none,0.0,0.0,False,4.03356,
singlestage_sahi_v2_cascade,sub3_0.8m_straight_03_0003.png,none,0.0,0.0,False,8.301,
twostage_fixedzoom,sub3_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.38624,
twostage_adaptivezoom,sub3_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.39372,
tfake_landmark,sub3_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.14356,
singlestage_sahi_v1,sub4_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,4.13952,
singlestage_sahi_v2_cascade,sub4_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,8.84289,
twostage_fixedzoom,sub4_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.31714,
twostage_adaptivezoom,sub4_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.32188,
tfake_landmark,sub4_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.11546,
singlestage_sahi_v1,sub4_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,3.85184,
singlestage_sahi_v2_cascade,sub4_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,7.29579,
twostage_fixedzoom,sub4_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.31313,
twostage_adaptivezoom,sub4_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.30783,
tfake_landmark,sub4_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.09507,
singlestage_sahi_v1,sub4_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,4.04125,
singlestage_sahi_v2_cascade,sub4_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,8.46699,
twostage_fixedzoom,sub4_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.31871,
twostage_adaptivezoom,sub4_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.31939,
tfake_landmark,sub4_0.8m_left_occluded_turn_right_03_0018.png,both,0.0007,0.0007,False,0.18676,sweep_out/tfake_landmark/annotated/sub4_0.8m_left_occluded_turn_right_03_0018__both.png
singlestage_sahi_v1,sub4_0.8m_near_left_01_0007.png,none,0.0,0.0,False,4.10188,
singlestage_sahi_v2_cascade,sub4_0.8m_near_left_01_0007.png,none,0.0,0.0,False,8.09159,
twostage_fixedzoom,sub4_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.31558,
twostage_adaptivezoom,sub4_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.31867,
tfake_landmark,sub4_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.10981,
singlestage_sahi_v1,sub4_0.8m_near_left_02_0008.png,none,0.0,0.0,False,4.13451,
singlestage_sahi_v2_cascade,sub4_0.8m_near_left_02_0008.png,none,0.0,0.0,False,8.55887,
twostage_fixedzoom,sub4_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.31719,
twostage_adaptivezoom,sub4_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.3249,
tfake_landmark,sub4_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.10625,
singlestage_sahi_v1,sub4_0.8m_near_left_03_0009.png,none,0.0,0.0,False,4.06044,
singlestage_sahi_v2_cascade,sub4_0.8m_near_left_03_0009.png,none,0.0,0.0,False,8.97531,
twostage_fixedzoom,sub4_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.31953,
twostage_adaptivezoom,sub4_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.31497,
tfake_landmark,sub4_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.10477,
singlestage_sahi_v1,sub4_0.8m_near_right_01_0013.png,none,0.0,0.0,False,3.92476,
singlestage_sahi_v2_cascade,sub4_0.8m_near_right_01_0013.png,none,0.0,0.0,False,8.58729,
twostage_fixedzoom,sub4_0.8m_near_right_01_0013.png,face_only,0.0,0.0,False,0.54727,sweep_out/twostage_fixedzoom/face_only_no_canthus/sub4_0.8m_near_right_01_0013__face_only.png
twostage_adaptivezoom,sub4_0.8m_near_right_01_0013.png,face_only,0.0,0.0,False,0.45603,sweep_out/twostage_adaptivezoom/face_only_no_canthus/sub4_0.8m_near_right_01_0013__face_only.png
tfake_landmark,sub4_0.8m_near_right_01_0013.png,both,0.0026,0.0028,False,0.17944,sweep_out/tfake_landmark/annotated/sub4_0.8m_near_right_01_0013__both.png
singlestage_sahi_v1,sub4_0.8m_near_right_02_0014.png,none,0.0,0.0,False,4.0726,
singlestage_sahi_v2_cascade,sub4_0.8m_near_right_02_0014.png,none,0.0,0.0,False,8.07359,
twostage_fixedzoom,sub4_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.38847,
twostage_adaptivezoom,sub4_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.39011,
tfake_landmark,sub4_0.8m_near_right_02_0014.png,both,0.0029,0.0032,False,0.21183,sweep_out/tfake_landmark/annotated/sub4_0.8m_near_right_02_0014__both.png
singlestage_sahi_v1,sub4_0.8m_near_right_03_0015.png,none,0.0,0.0,False,4.18589,
singlestage_sahi_v2_cascade,sub4_0.8m_near_right_03_0015.png,none,0.0,0.0,False,7.80337,
twostage_fixedzoom,sub4_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.31222,
twostage_adaptivezoom,sub4_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.32167,
tfake_landmark,sub4_0.8m_near_right_03_0015.png,both,0.0021,0.0022,False,0.18343,sweep_out/tfake_landmark/annotated/sub4_0.8m_near_right_03_0015__both.png
singlestage_sahi_v1,sub4_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,4.08113,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_left_01_0004.png,none,0.0,0.0,False,8.484,
twostage_fixedzoom,sub4_0.8m_slight_left_01_0004.png,face_only,0.0,0.0,False,0.52635,sweep_out/twostage_fixedzoom/face_only_no_canthus/sub4_0.8m_slight_left_01_0004__face_only.png
twostage_adaptivezoom,sub4_0.8m_slight_left_01_0004.png,face_only,0.0,0.0,False,0.53173,sweep_out/twostage_adaptivezoom/face_only_no_canthus/sub4_0.8m_slight_left_01_0004__face_only.png
tfake_landmark,sub4_0.8m_slight_left_01_0004.png,both,0.0022,0.0024,False,0.20176,sweep_out/tfake_landmark/annotated/sub4_0.8m_slight_left_01_0004__both.png
singlestage_sahi_v1,sub4_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,4.09212,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,8.40898,
twostage_fixedzoom,sub4_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.31346,
twostage_adaptivezoom,sub4_0.8m_slight_left_02_0005.png,none,0.0,0.0,False,0.314,
tfake_landmark,sub4_0.8m_slight_left_02_0005.png,both,0.0024,0.0026,False,0.18011,sweep_out/tfake_landmark/annotated/sub4_0.8m_slight_left_02_0005__both.png
singlestage_sahi_v1,sub4_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,4.10548,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,7.93031,
twostage_fixedzoom,sub4_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.31271,
twostage_adaptivezoom,sub4_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.3145,
tfake_landmark,sub4_0.8m_slight_left_03_0006.png,none,0.0,0.0,False,0.10285,
singlestage_sahi_v1,sub4_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,4.07999,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,8.24106,
twostage_fixedzoom,sub4_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.3552,
twostage_adaptivezoom,sub4_0.8m_slight_right_01_0010.png,none,0.0,0.0,False,0.32041,
tfake_landmark,sub4_0.8m_slight_right_01_0010.png,both,0.0021,0.0023,False,0.19539,sweep_out/tfake_landmark/annotated/sub4_0.8m_slight_right_01_0010__both.png
singlestage_sahi_v1,sub4_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,3.96035,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,8.8455,
twostage_fixedzoom,sub4_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.3269,
twostage_adaptivezoom,sub4_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.31357,
tfake_landmark,sub4_0.8m_slight_right_02_0011.png,none,0.0,0.0,False,0.0965,
singlestage_sahi_v1,sub4_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,4.05131,
singlestage_sahi_v2_cascade,sub4_0.8m_slight_right_03_0012.png,none,0.0,0.0,False,8.018,
twostage_fixedzoom,sub4_0.8m_slight_right_03_0012.png,face_only,0.0,0.0,False,0.45204,sweep_out/twostage_fixedzoom/face_only_no_canthus/sub4_0.8m_slight_right_03_0012__face_only.png
twostage_adaptivezoom,sub4_0.8m_slight_right_03_0012.png,face_only,0.0,0.0,False,0.49122,sweep_out/twostage_adaptivezoom/face_only_no_canthus/sub4_0.8m_slight_right_03_0012__face_only.png
tfake_landmark,sub4_0.8m_slight_right_03_0012.png,both,0.0033,0.0036,False,0.17874,sweep_out/tfake_landmark/annotated/sub4_0.8m_slight_right_03_0012__both.png
singlestage_sahi_v1,sub4_0.8m_straight_01_0001.png,none,0.0,0.0,False,4.08991,
singlestage_sahi_v2_cascade,sub4_0.8m_straight_01_0001.png,none,0.0,0.0,False,8.23855,
twostage_fixedzoom,sub4_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.38798,
twostage_adaptivezoom,sub4_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.38425,
tfake_landmark,sub4_0.8m_straight_01_0001.png,none,0.0,0.0,False,0.11771,
singlestage_sahi_v1,sub4_0.8m_straight_02_0002.png,none,0.0,0.0,False,4.0332,
singlestage_sahi_v2_cascade,sub4_0.8m_straight_02_0002.png,none,0.0,0.0,False,7.80131,
twostage_fixedzoom,sub4_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.34842,
twostage_adaptivezoom,sub4_0.8m_straight_02_0002.png,none,0.0,0.0,False,0.38697,
tfake_landmark,sub4_0.8m_straight_02_0002.png,both,0.003,0.0033,False,0.20757,sweep_out/tfake_landmark/annotated/sub4_0.8m_straight_02_0002__both.png
singlestage_sahi_v1,sub4_0.8m_straight_03_0003.png,none,0.0,0.0,False,4.07942,
singlestage_sahi_v2_cascade,sub4_0.8m_straight_03_0003.png,none,0.0,0.0,False,7.97412,
twostage_fixedzoom,sub4_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.38491,
twostage_adaptivezoom,sub4_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.38819,
tfake_landmark,sub4_0.8m_straight_03_0003.png,none,0.0,0.0,False,0.1239,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,4.08516,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,8.37914,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.31199,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.32787,
tfake_landmark,sub5_0.8m_left_occluded_turn_left_01_0022.png,none,0.0,0.0,False,0.10027,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,4.00639,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,8.31053,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.30826,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.30834,
tfake_landmark,sub5_0.8m_left_occluded_turn_left_02_0023.png,none,0.0,0.0,False,0.09688,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,4.18989,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,8.29838,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.31459,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.31069,
tfake_landmark,sub5_0.8m_left_occluded_turn_left_03_0024.png,none,0.0,0.0,False,0.09615,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,4.06934,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,8.48302,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.31192,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.31127,
tfake_landmark,sub5_0.8m_left_occluded_turn_right_01_0016.png,none,0.0,0.0,False,0.10127,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,4.03266,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,8.22555,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.31768,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.31512,
tfake_landmark,sub5_0.8m_left_occluded_turn_right_02_0017.png,none,0.0,0.0,False,0.10998,
singlestage_sahi_v1,sub5_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,4.02066,
singlestage_sahi_v2_cascade,sub5_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,8.28945,
twostage_fixedzoom,sub5_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.38122,
twostage_adaptivezoom,sub5_0.8m_left_occluded_turn_right_03_0018.png,none,0.0,0.0,False,0.38587,
tfake_landmark,sub5_0.8m_left_occluded_turn_right_03_0018.png,both,0.0013,0.0014,False,0.19815,sweep_out/tfake_landmark/annotated/sub5_0.8m_left_occluded_turn_right_03_0018__both.png
singlestage_sahi_v1,sub5_0.8m_near_left_01_0007.png,none,0.0,0.0,False,4.03606,
singlestage_sahi_v2_cascade,sub5_0.8m_near_left_01_0007.png,left_only,0.3447,0.0,False,8.37862,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_near_left_01_0007__left_only.png
twostage_fixedzoom,sub5_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.32081,
twostage_adaptivezoom,sub5_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.31855,
tfake_landmark,sub5_0.8m_near_left_01_0007.png,none,0.0,0.0,False,0.10536,
singlestage_sahi_v1,sub5_0.8m_near_left_02_0008.png,none,0.0,0.0,False,4.04781,
singlestage_sahi_v2_cascade,sub5_0.8m_near_left_02_0008.png,none,0.0,0.0,False,8.45852,
twostage_fixedzoom,sub5_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.31132,
twostage_adaptivezoom,sub5_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.38244,
tfake_landmark,sub5_0.8m_near_left_02_0008.png,none,0.0,0.0,False,0.10628,
singlestage_sahi_v1,sub5_0.8m_near_left_03_0009.png,none,0.0,0.0,False,4.1075,
singlestage_sahi_v2_cascade,sub5_0.8m_near_left_03_0009.png,left_only,0.2721,0.0,False,8.00581,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_near_left_03_0009__left_only.png
twostage_fixedzoom,sub5_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.38745,
twostage_adaptivezoom,sub5_0.8m_near_left_03_0009.png,none,0.0,0.0,False,0.39118,
tfake_landmark,sub5_0.8m_near_left_03_0009.png,both,0.0012,0.0013,False,0.20738,sweep_out/tfake_landmark/annotated/sub5_0.8m_near_left_03_0009__both.png
singlestage_sahi_v1,sub5_0.8m_near_right_01_0013.png,none,0.0,0.0,False,4.10049,
singlestage_sahi_v2_cascade,sub5_0.8m_near_right_01_0013.png,none,0.0,0.0,False,8.62733,
twostage_fixedzoom,sub5_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.38208,
twostage_adaptivezoom,sub5_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.31998,
tfake_landmark,sub5_0.8m_near_right_01_0013.png,none,0.0,0.0,False,0.10659,
singlestage_sahi_v1,sub5_0.8m_near_right_02_0014.png,none,0.0,0.0,False,4.1424,
singlestage_sahi_v2_cascade,sub5_0.8m_near_right_02_0014.png,none,0.0,0.0,False,8.48822,
twostage_fixedzoom,sub5_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.3142,
twostage_adaptivezoom,sub5_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.38682,
tfake_landmark,sub5_0.8m_near_right_02_0014.png,none,0.0,0.0,False,0.13278,
singlestage_sahi_v1,sub5_0.8m_near_right_03_0015.png,none,0.0,0.0,False,4.02119,
singlestage_sahi_v2_cascade,sub5_0.8m_near_right_03_0015.png,left_only,0.3702,0.0,False,8.45501,sweep_out/singlestage_sahi_v2_cascade/annotated/sub5_0.8m_near_right_03_0015__left_only.png
twostage_fixedzoom,sub5_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.38552,
twostage_adaptivezoom,sub5_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.31551,
tfake_landmark,sub5_0.8m_near_right_03_0015.png,none,0.0,0.0,False,0.10332,
